"dep","prov","dist","cat_age","N"
"moquegua","general sanchez cerro","yunga","80+",31
"moquegua","ilo","el algarrobal","60-69",133
"moquegua","ilo","el algarrobal","70-79",30
"moquegua","ilo","el algarrobal","80+",10
"moquegua","ilo","ilo","60-69",4621
"moquegua","ilo","ilo","70-79",2392
"moquegua","ilo","ilo","80+",1163
"moquegua","ilo","pacocha","60-69",566
"moquegua","ilo","pacocha","70-79",215
"moquegua","ilo","pacocha","80+",68
"moquegua","mariscal nieto","carumas","60-69",237
"moquegua","mariscal nieto","carumas","70-79",159
"moquegua","mariscal nieto","carumas","80+",106
"moquegua","mariscal nieto","cuchumbaya","60-69",68
"moquegua","mariscal nieto","cuchumbaya","70-79",103
"moquegua","mariscal nieto","cuchumbaya","80+",65
"moquegua","mariscal nieto","moquegua","60-69",4025
"moquegua","mariscal nieto","moquegua","70-79",2203
"moquegua","mariscal nieto","moquegua","80+",1186
"moquegua","mariscal nieto","samegua","60-69",604
"moquegua","mariscal nieto","samegua","70-79",321
"moquegua","mariscal nieto","samegua","80+",148
"moquegua","mariscal nieto","san cristobal","60-69",223
"moquegua","mariscal nieto","san cristobal","70-79",167
"moquegua","mariscal nieto","san cristobal","80+",93
"moquegua","mariscal nieto","torata","60-69",462
"moquegua","mariscal nieto","torata","70-79",211
"moquegua","mariscal nieto","torata","80+",129
"pasco","daniel alcides carrion","chacayan","60-69",178
"pasco","daniel alcides carrion","chacayan","70-79",161
"pasco","daniel alcides carrion","chacayan","80+",74
"pasco","daniel alcides carrion","goyllarisquizga","60-69",128
"pasco","daniel alcides carrion","goyllarisquizga","70-79",57
"pasco","daniel alcides carrion","goyllarisquizga","80+",25
"pasco","daniel alcides carrion","paucar","60-69",170
"pasco","daniel alcides carrion","paucar","70-79",131
"pasco","daniel alcides carrion","paucar","80+",66
"pasco","daniel alcides carrion","san pedro de pillao","60-69",115
"pasco","daniel alcides carrion","san pedro de pillao","70-79",92
"pasco","daniel alcides carrion","san pedro de pillao","80+",34
"pasco","daniel alcides carrion","santa ana de tusi","60-69",1129
"pasco","daniel alcides carrion","santa ana de tusi","70-79",589
"pasco","daniel alcides carrion","santa ana de tusi","80+",251
"pasco","daniel alcides carrion","tapuc","60-69",240
"pasco","daniel alcides carrion","tapuc","70-79",175
"pasco","daniel alcides carrion","tapuc","80+",78
"pasco","daniel alcides carrion","vilcabamba","60-69",176
"pasco","daniel alcides carrion","vilcabamba","70-79",126
"pasco","daniel alcides carrion","vilcabamba","80+",44
"pasco","daniel alcides carrion","yanahuanca","60-69",764
"pasco","daniel alcides carrion","yanahuanca","70-79",535
"pasco","daniel alcides carrion","yanahuanca","80+",290
"pasco","oxapampa","chontabamba","60-69",476
"pasco","oxapampa","chontabamba","70-79",453
"pasco","oxapampa","chontabamba","80+",246
"pasco","oxapampa","constitucion","60-69",495
"pasco","oxapampa","constitucion","70-79",198
"pasco","oxapampa","constitucion","80+",63
"pasco","oxapampa","huancabamba","60-69",365
"pasco","oxapampa","huancabamba","70-79",230
"pasco","oxapampa","huancabamba","80+",95
"pasco","oxapampa","oxapampa","60-69",1040
"pasco","oxapampa","oxapampa","70-79",583
"pasco","oxapampa","oxapampa","80+",278
"pasco","oxapampa","palcazu","60-69",298
"pasco","oxapampa","palcazu","70-79",154
"pasco","oxapampa","palcazu","80+",41
"pasco","oxapampa","pozuzo","60-69",233
"pasco","oxapampa","pozuzo","70-79",137
"pasco","oxapampa","pozuzo","80+",66
"pasco","oxapampa","puerto bermudez","60-69",551
"pasco","oxapampa","puerto bermudez","70-79",244
"pasco","oxapampa","puerto bermudez","80+",64
"pasco","oxapampa","villa rica","60-69",1036
"pasco","oxapampa","villa rica","70-79",734
"pasco","oxapampa","villa rica","80+",340
"pasco","pasco","chaupimarca","60-69",1110
"pasco","pasco","chaupimarca","70-79",471
"pasco","pasco","chaupimarca","80+",158
"pasco","pasco","huachon","60-69",256
"pasco","pasco","huachon","70-79",160
"pasco","pasco","huachon","80+",90
"pasco","pasco","huariaca","60-69",419
"pasco","pasco","huariaca","70-79",296
"pasco","pasco","huariaca","80+",140
"pasco","pasco","huayllay","60-69",377
"pasco","pasco","huayllay","70-79",167
"pasco","pasco","huayllay","80+",52
"pasco","pasco","ninacaca","60-69",253
"pasco","pasco","ninacaca","70-79",163
"pasco","pasco","ninacaca","80+",76
"pasco","pasco","pallanchacra","60-69",124
"pasco","pasco","pallanchacra","70-79",76
"pasco","pasco","pallanchacra","80+",42
"pasco","pasco","paucartambo","60-69",781
"pasco","pasco","paucartambo","70-79",475
"pasco","pasco","paucartambo","80+",259
"pasco","pasco","san francisco de asis de yarusyacan","60-69",269
"pasco","pasco","san francisco de asis de yarusyacan","70-79",156
"pasco","pasco","san francisco de asis de yarusyacan","80+",56
"pasco","pasco","simon bolivar","60-69",586
"pasco","pasco","simon bolivar","70-79",288
"pasco","pasco","simon bolivar","80+",103
"pasco","pasco","ticlacayan","60-69",188
"pasco","pasco","ticlacayan","70-79",131
"pasco","pasco","ticlacayan","80+",66
"pasco","pasco","tinyahuarco","60-69",242
"pasco","pasco","tinyahuarco","70-79",157
"pasco","pasco","tinyahuarco","80+",46
"pasco","pasco","vicco","60-69",215
"pasco","pasco","vicco","70-79",142
"pasco","pasco","vicco","80+",87
"pasco","pasco","yanacancha","60-69",1290
"pasco","pasco","yanacancha","70-79",466
"pasco","pasco","yanacancha","80+",189
"piura","ayabaca","ayabaca","60-69",2036
"piura","ayabaca","ayabaca","70-79",1453
"piura","ayabaca","ayabaca","80+",888
"piura","ayabaca","frias","60-69",1255
"piura","ayabaca","frias","70-79",808
"piura","ayabaca","frias","80+",454
"piura","ayabaca","jilili","60-69",168
"piura","ayabaca","jilili","70-79",147
"piura","ayabaca","jilili","80+",80
"piura","ayabaca","lagunas","60-69",288
"piura","ayabaca","lagunas","70-79",191
"piura","ayabaca","lagunas","80+",100
"piura","ayabaca","montero","60-69",506
"piura","ayabaca","montero","70-79",368
"piura","ayabaca","montero","80+",228
"piura","ayabaca","pacaipampa","60-69",1178
"piura","ayabaca","pacaipampa","70-79",674
"piura","ayabaca","pacaipampa","80+",306
"piura","ayabaca","paimas","60-69",578
"piura","ayabaca","paimas","70-79",323
"piura","ayabaca","paimas","80+",191
"piura","ayabaca","sapillica","60-69",487
"piura","ayabaca","sapillica","70-79",335
"piura","ayabaca","sapillica","80+",188
"piura","ayabaca","sicchez","60-69",156
"piura","ayabaca","sicchez","70-79",148
"piura","ayabaca","sicchez","80+",96
"piura","ayabaca","suyo","60-69",692
"piura","ayabaca","suyo","70-79",426
"piura","ayabaca","suyo","80+",235
"piura","huancabamba","canchaque","60-69",632
"piura","huancabamba","canchaque","70-79",484
"piura","huancabamba","canchaque","80+",270
"piura","huancabamba","el carmen de la frontera","60-69",691
"piura","huancabamba","el carmen de la frontera","70-79",429
"piura","huancabamba","el carmen de la frontera","80+",267
"piura","huancabamba","huancabamba","60-69",1691
"piura","huancabamba","huancabamba","70-79",1166
"piura","huancabamba","huancabamba","80+",649
"piura","huancabamba","huarmaca","60-69",2107
"piura","huancabamba","huarmaca","70-79",1327
"piura","huancabamba","huarmaca","80+",838
"piura","huancabamba","lalaquiz","60-69",332
"piura","huancabamba","lalaquiz","70-79",257
"piura","huancabamba","lalaquiz","80+",146
"piura","huancabamba","san miguel de el faique","60-69",556
"piura","huancabamba","san miguel de el faique","70-79",420
"piura","huancabamba","san miguel de el faique","80+",253
"piura","huancabamba","sondor","60-69",454
"piura","huancabamba","sondor","70-79",304
"piura","huancabamba","sondor","80+",158
"piura","huancabamba","sondorillo","60-69",599
"piura","huancabamba","sondorillo","70-79",379
"piura","huancabamba","sondorillo","80+",183
"piura","morropon","buenos aires","60-69",720
"piura","morropon","buenos aires","70-79",482
"piura","morropon","buenos aires","80+",317
"piura","morropon","chalaco","60-69",679
"piura","morropon","chalaco","70-79",518
"piura","morropon","chalaco","80+",300
"piura","morropon","chulucanas","60-69",5292
"piura","morropon","chulucanas","70-79",3278
"piura","morropon","chulucanas","80+",1984
"piura","morropon","la matanza","60-69",895
"piura","morropon","la matanza","70-79",555
"piura","morropon","la matanza","80+",354
"piura","morropon","morropon","60-69",1137
"piura","morropon","morropon","70-79",815
"piura","morropon","morropon","80+",498
"piura","morropon","salitral","60-69",585
"piura","morropon","salitral","70-79",393
"piura","morropon","salitral","80+",258
"piura","morropon","san juan de bigote","60-69",496
"piura","morropon","san juan de bigote","70-79",318
"piura","morropon","san juan de bigote","80+",185
"piura","morropon","santa catalina de mossa","60-69",318
"piura","morropon","santa catalina de mossa","70-79",210
"piura","morropon","santa catalina de mossa","80+",156
"piura","morropon","santo domingo","60-69",633
"piura","morropon","santo domingo","70-79",474
"piura","morropon","santo domingo","80+",317
"piura","morropon","yamango","60-69",719
"piura","morropon","yamango","70-79",441
"piura","morropon","yamango","80+",236
"piura","paita","amotape","60-69",189
"piura","paita","amotape","70-79",113
"piura","paita","amotape","80+",77
"piura","paita","arenal","60-69",95
"piura","paita","arenal","70-79",64
"piura","paita","arenal","80+",43
"piura","paita","colan","60-69",940
"piura","paita","colan","70-79",605
"piura","paita","colan","80+",383
"piura","paita","la huaca","60-69",760
"piura","paita","la huaca","70-79",460
"piura","paita","la huaca","80+",247
"piura","paita","paita","60-69",3840
"piura","paita","paita","70-79",1840
"piura","paita","paita","80+",771
"piura","paita","tamarindo","60-69",343
"piura","paita","tamarindo","70-79",209
"piura","paita","tamarindo","80+",158
"piura","paita","vichayal","60-69",344
"piura","paita","vichayal","70-79",300
"piura","paita","vichayal","80+",174
"piura","piura","castilla","60-69",8442
"piura","piura","castilla","70-79",4718
"piura","piura","castilla","80+",2519
"piura","piura","catacaos","60-69",3985
"piura","piura","catacaos","70-79",2333
"piura","piura","catacaos","80+",1129
"piura","piura","cura mori","60-69",944
"piura","piura","cura mori","70-79",580
"piura","piura","cura mori","80+",302
"piura","piura","el tallan","60-69",230
"piura","piura","el tallan","70-79",170
"piura","piura","el tallan","80+",91
"piura","piura","la arena","60-69",2023
"piura","piura","la arena","70-79",1101
"piura","piura","la arena","80+",613
"piura","piura","la union","60-69",2014
"piura","piura","la union","70-79",1213
"piura","piura","la union","80+",620
"piura","piura","las lomas","60-69",1636
"piura","piura","las lomas","70-79",952
"piura","piura","las lomas","80+",556
"piura","piura","piura","60-69",12061
"piura","piura","piura","70-79",6232
"piura","piura","piura","80+",3549
"piura","piura","tambo grande","60-69",5240
"piura","piura","tambo grande","70-79",3224
"piura","piura","tambo grande","80+",1670
"piura","piura","veintiseis de octubre","60-69",8457
"piura","piura","veintiseis de octubre","70-79",4492
"piura","piura","veintiseis de octubre","80+",2399
"piura","sechura","bellavista de la union","60-69",233
"piura","sechura","bellavista de la union","70-79",156
"piura","sechura","bellavista de la union","80+",86
"piura","sechura","bernal","60-69",343
"piura","sechura","bernal","70-79",195
"piura","sechura","bernal","80+",137
"piura","sechura","cristo nos valga","60-69",191
"piura","sechura","cristo nos valga","70-79",109
"piura","sechura","cristo nos valga","80+",51
"piura","sechura","rinconada llicuar","60-69",151
"piura","sechura","rinconada llicuar","70-79",110
"piura","sechura","rinconada llicuar","80+",83
"piura","sechura","sechura","60-69",1784
"piura","sechura","sechura","70-79",784
"piura","sechura","sechura","80+",343
"piura","sechura","vice","60-69",642
"piura","sechura","vice","70-79",374
"piura","sechura","vice","80+",160
"piura","sullana","bellavista","60-69",2325
"piura","sullana","bellavista","70-79",1252
"piura","sullana","bellavista","80+",742
"piura","sullana","ignacio escudero","60-69",1243
"piura","sullana","ignacio escudero","70-79",680
"piura","sullana","ignacio escudero","80+",398
"piura","sullana","lancones","60-69",842
"piura","sullana","lancones","70-79",623
"piura","sullana","lancones","80+",346
"piura","sullana","marcavelica","60-69",1794
"piura","sullana","marcavelica","70-79",973
"piura","sullana","marcavelica","80+",540
"piura","sullana","miguel checa","60-69",522
"piura","sullana","miguel checa","70-79",253
"piura","sullana","miguel checa","80+",154
"piura","sullana","querecotillo","60-69",1690
"piura","sullana","querecotillo","70-79",914
"piura","sullana","querecotillo","80+",561
"piura","sullana","salitral","60-69",476
"piura","sullana","salitral","70-79",243
"piura","sullana","salitral","80+",146
"piura","sullana","sullana","60-69",10045
"piura","sullana","sullana","70-79",5548
"piura","sullana","sullana","80+",2935
"piura","talara","el alto","60-69",533
"piura","talara","el alto","70-79",253
"piura","talara","el alto","80+",126
"piura","talara","la brea","60-69",914
"piura","talara","la brea","70-79",559
"piura","talara","la brea","80+",284
"piura","talara","lobitos","60-69",84
"piura","talara","lobitos","70-79",47
"piura","talara","lobitos","80+",20
"piura","talara","los organos","60-69",831
"piura","talara","los organos","70-79",315
"piura","talara","los organos","80+",190
"piura","talara","mancora","60-69",688
"piura","talara","mancora","70-79",355
"piura","talara","mancora","80+",176
"piura","talara","parinas","60-69",7358
"piura","talara","parinas","70-79",2754
"piura","talara","parinas","80+",1636
"puno","azangaro","achaya","60-69",234
"puno","azangaro","achaya","70-79",161
"puno","azangaro","achaya","80+",64
"puno","azangaro","arapa","60-69",618
"puno","azangaro","arapa","70-79",481
"puno","azangaro","arapa","80+",223
"puno","azangaro","asillo","60-69",969
"puno","azangaro","asillo","70-79",727
"puno","azangaro","asillo","80+",358
"puno","azangaro","azangaro","60-69",1572
"puno","azangaro","azangaro","70-79",992
"puno","azangaro","azangaro","80+",557
"puno","azangaro","caminaca","60-69",291
"puno","azangaro","caminaca","70-79",201
"puno","azangaro","caminaca","80+",86
"puno","azangaro","chupa","60-69",670
"puno","azangaro","chupa","70-79",606
"puno","azangaro","chupa","80+",299
"puno","azangaro","jose domingo choquehuanca","60-69",285
"puno","azangaro","jose domingo choquehuanca","70-79",212
"puno","azangaro","jose domingo choquehuanca","80+",132
"puno","azangaro","munani","60-69",378
"puno","azangaro","munani","70-79",286
"puno","azangaro","munani","80+",155
"puno","azangaro","potoni","60-69",214
"puno","azangaro","potoni","70-79",143
"puno","azangaro","potoni","80+",52
"puno","azangaro","saman","60-69",877
"puno","azangaro","saman","70-79",640
"puno","azangaro","saman","80+",264
"puno","azangaro","san anton","60-69",412
"puno","azangaro","san anton","70-79",342
"puno","azangaro","san anton","80+",152
"puno","azangaro","san jose","60-69",384
"puno","azangaro","san jose","70-79",307
"puno","azangaro","san jose","80+",133
"puno","azangaro","san juan de salinas","60-69",235
"puno","azangaro","san juan de salinas","70-79",196
"puno","azangaro","san juan de salinas","80+",76
"puno","azangaro","santiago de pupuja","60-69",476
"puno","azangaro","santiago de pupuja","70-79",378
"puno","azangaro","santiago de pupuja","80+",180
"puno","azangaro","tirapata","60-69",180
"puno","azangaro","tirapata","70-79",165
"puno","azangaro","tirapata","80+",62
"puno","carabaya","ajoyani","60-69",129
"puno","carabaya","ajoyani","70-79",56
"puno","carabaya","ajoyani","80+",20
"puno","carabaya","ayapata","60-69",503
"puno","carabaya","ayapata","70-79",259
"puno","carabaya","ayapata","80+",105
"puno","carabaya","coasa","60-69",342
"puno","carabaya","coasa","70-79",230
"puno","carabaya","coasa","80+",89
"puno","carabaya","corani","60-69",195
"puno","carabaya","corani","70-79",95
"puno","carabaya","corani","80+",29
"puno","carabaya","crucero","60-69",410
"puno","carabaya","crucero","70-79",266
"puno","carabaya","crucero","80+",121
"puno","carabaya","ituata","60-69",371
"puno","carabaya","ituata","70-79",213
"puno","carabaya","ituata","80+",56
"puno","carabaya","macusani","60-69",536
"puno","carabaya","macusani","70-79",293
"puno","carabaya","macusani","80+",124
"puno","carabaya","ollachea","60-69",247
"puno","carabaya","ollachea","70-79",150
"puno","carabaya","ollachea","80+",67
"puno","carabaya","san gaban","60-69",262
"puno","carabaya","san gaban","70-79",117
"puno","carabaya","san gaban","80+",27
"puno","carabaya","usicayos","60-69",418
"puno","carabaya","usicayos","70-79",225
"puno","carabaya","usicayos","80+",82
"puno","chucuito","desaguadero","60-69",917
"puno","chucuito","desaguadero","70-79",423
"puno","chucuito","desaguadero","80+",251
"puno","chucuito","huacullani","60-69",675
"puno","chucuito","huacullani","70-79",432
"puno","chucuito","huacullani","80+",248
"puno","chucuito","juli","60-69",1776
"puno","chucuito","juli","70-79",1124
"puno","chucuito","juli","80+",603
"puno","chucuito","kelluyo","60-69",609
"puno","chucuito","kelluyo","70-79",397
"puno","chucuito","kelluyo","80+",193
"puno","chucuito","pisacoma","60-69",586
"puno","chucuito","pisacoma","70-79",294
"puno","chucuito","pisacoma","80+",127
"puno","chucuito","pomata","60-69",1503
"puno","chucuito","pomata","70-79",1021
"puno","chucuito","pomata","80+",521
"puno","chucuito","zepita","60-69",1503
"puno","chucuito","zepita","70-79",1005
"puno","chucuito","zepita","80+",584
"puno","el collao","capazo","60-69",99
"puno","el collao","capazo","70-79",74
"puno","el collao","capazo","80+",22
"puno","el collao","conduriri","60-69",204
"puno","el collao","conduriri","70-79",144
"puno","el collao","conduriri","80+",95
"puno","el collao","ilave","60-69",3612
"puno","el collao","ilave","70-79",2324
"puno","el collao","ilave","80+",1039
"puno","el collao","pilcuyo","60-69",1396
"puno","el collao","pilcuyo","70-79",1178
"puno","el collao","pilcuyo","80+",580
"puno","el collao","santa rosa","60-69",355
"puno","el collao","santa rosa","70-79",206
"puno","el collao","santa rosa","80+",119
"puno","huancane","cojata","60-69",234
"puno","huancane","cojata","70-79",166
"puno","huancane","cojata","80+",55
"puno","huancane","huancane","60-69",1692
"puno","huancane","huancane","70-79",1568
"puno","huancane","huancane","80+",872
"puno","huancane","huatasani","60-69",251
"puno","huancane","huatasani","70-79",203
"puno","huancane","huatasani","80+",77
"puno","huancane","inchupalla","60-69",285
"puno","huancane","inchupalla","70-79",181
"puno","huancane","inchupalla","80+",106
"puno","huancane","pusi","60-69",563
"puno","huancane","pusi","70-79",351
"puno","huancane","pusi","80+",148
"puno","huancane","rosaspata","60-69",456
"puno","huancane","rosaspata","70-79",420
"puno","huancane","rosaspata","80+",206
"puno","huancane","taraco","60-69",1310
"puno","huancane","taraco","70-79",804
"puno","huancane","taraco","80+",377
"puno","huancane","vilque chico","60-69",992
"puno","huancane","vilque chico","70-79",956
"puno","huancane","vilque chico","80+",514
"puno","lampa","cabanilla","60-69",436
"puno","lampa","cabanilla","70-79",276
"puno","lampa","cabanilla","80+",144
"puno","lampa","calapuja","60-69",124
"puno","lampa","calapuja","70-79",83
"puno","lampa","calapuja","80+",44
"puno","lampa","lampa","60-69",889
"puno","lampa","lampa","70-79",582
"puno","lampa","lampa","80+",322
"puno","lampa","nicasio","60-69",197
"puno","lampa","nicasio","70-79",119
"puno","lampa","nicasio","80+",67
"puno","lampa","ocuviri","60-69",120
"puno","lampa","ocuviri","70-79",83
"puno","lampa","ocuviri","80+",37
"puno","lampa","palca","60-69",111
"puno","lampa","palca","70-79",77
"puno","lampa","palca","80+",32
"puno","lampa","paratia","60-69",149
"puno","lampa","paratia","70-79",98
"puno","lampa","paratia","80+",43
"puno","lampa","pucara","60-69",468
"puno","lampa","pucara","70-79",337
"puno","lampa","pucara","80+",156
"puno","lampa","santa lucia","60-69",437
"puno","lampa","santa lucia","70-79",278
"puno","lampa","santa lucia","80+",144
"puno","lampa","vilavila","60-69",43
"puno","lampa","vilavila","70-79",41
"puno","lampa","vilavila","80+",17
"puno","melgar","antauta","60-69",275
"puno","melgar","antauta","70-79",157
"puno","melgar","antauta","80+",65
"puno","melgar","ayaviri","60-69",1363
"puno","melgar","ayaviri","70-79",941
"puno","melgar","ayaviri","80+",429
"puno","melgar","cupi","60-69",106
"puno","melgar","cupi","70-79",78
"puno","melgar","cupi","80+",60
"puno","melgar","llalli","60-69",184
"puno","melgar","llalli","70-79",140
"puno","melgar","llalli","80+",57
"puno","melgar","macari","60-69",461
"puno","melgar","macari","70-79",400
"puno","melgar","macari","80+",207
"puno","melgar","nunoa","60-69",604
"puno","melgar","nunoa","70-79",434
"puno","melgar","nunoa","80+",213
"puno","melgar","orurillo","60-69",607
"puno","melgar","orurillo","70-79",476
"puno","melgar","orurillo","80+",202
"puno","melgar","santa rosa","60-69",406
"puno","melgar","santa rosa","70-79",250
"puno","melgar","santa rosa","80+",146
"puno","melgar","umachiri","60-69",254
"puno","melgar","umachiri","70-79",143
"puno","melgar","umachiri","80+",79
"puno","moho","conima","60-69",379
"puno","moho","conima","70-79",335
"puno","moho","conima","80+",186
"puno","moho","huayrapata","60-69",292
"puno","moho","huayrapata","70-79",180
"puno","moho","huayrapata","80+",80
"puno","moho","moho","60-69",1477
"puno","moho","moho","70-79",1250
"puno","moho","moho","80+",690
"puno","moho","tilali","60-69",300
"puno","moho","tilali","70-79",232
"puno","moho","tilali","80+",127
"puno","puno","acora","60-69",2275
"puno","puno","acora","70-79",1754
"puno","puno","acora","80+",945
"puno","puno","amantani","60-69",371
"puno","puno","amantani","70-79",194
"puno","puno","amantani","80+",138
"puno","puno","atuncolla","60-69",282
"puno","puno","atuncolla","70-79",186
"puno","puno","atuncolla","80+",88
"puno","puno","capachica","60-69",940
"puno","puno","capachica","70-79",823
"puno","puno","capachica","80+",479
"puno","puno","chucuito","60-69",829
"puno","puno","chucuito","70-79",712
"puno","puno","chucuito","80+",460
"puno","puno","coata","60-69",483
"puno","puno","coata","70-79",289
"puno","puno","coata","80+",125
"puno","puno","huata","60-69",258
"puno","puno","huata","70-79",203
"puno","puno","huata","80+",111
"puno","puno","manazo","60-69",343
"puno","puno","manazo","70-79",263
"puno","puno","manazo","80+",130
"puno","puno","paucarcolla","60-69",384
"puno","puno","paucarcolla","70-79",285
"puno","puno","paucarcolla","80+",174
"puno","puno","pichacani","60-69",505
"puno","puno","pichacani","70-79",349
"puno","puno","pichacani","80+",184
"puno","puno","plateria","60-69",766
"puno","puno","plateria","70-79",574
"puno","puno","plateria","80+",386
"puno","puno","puno","60-69",8494
"puno","puno","puno","70-79",4056
"puno","puno","puno","80+",1955
"puno","puno","san antonio","60-69",138
"puno","puno","san antonio","70-79",81
"puno","puno","san antonio","80+",28
"puno","puno","tiquillaca","60-69",209
"puno","puno","tiquillaca","70-79",173
"puno","puno","tiquillaca","80+",86
"puno","puno","vilque","60-69",204
"puno","puno","vilque","70-79",119
"puno","puno","vilque","80+",50
"puno","san antonio de putina","ananea","60-69",356
"puno","san antonio de putina","ananea","70-79",97
"puno","san antonio de putina","ananea","80+",17
"puno","san antonio de putina","pedro vilca apaza","60-69",170
"puno","san antonio de putina","pedro vilca apaza","70-79",146
"puno","san antonio de putina","pedro vilca apaza","80+",57
"puno","san antonio de putina","putina","60-69",740
"puno","san antonio de putina","putina","70-79",541
"puno","san antonio de putina","putina","80+",281
"puno","san antonio de putina","quilcapuncu","60-69",302
"puno","san antonio de putina","quilcapuncu","70-79",219
"puno","san antonio de putina","quilcapuncu","80+",93
"puno","san antonio de putina","sina","60-69",77
"puno","san antonio de putina","sina","70-79",66
"puno","san antonio de putina","sina","80+",6
"puno","san roman","cabana","60-69",435
"puno","san roman","cabana","70-79",282
"puno","san roman","cabana","80+",181
"puno","san roman","cabanillas","60-69",313
"puno","san roman","cabanillas","70-79",244
"puno","san roman","cabanillas","80+",120
"puno","san roman","caracoto","60-69",560
"puno","san roman","caracoto","70-79",381
"puno","san roman","caracoto","80+",213
"puno","san roman","juliaca","60-69",9932
"puno","san roman","juliaca","70-79",4387
"puno","san roman","juliaca","80+",1980
"puno","san roman","san miguel","60-69",1853
"puno","san roman","san miguel","70-79",676
"puno","san roman","san miguel","80+",287
"puno","sandia","alto inambari","60-69",375
"puno","sandia","alto inambari","70-79",216
"puno","sandia","alto inambari","80+",73
"puno","sandia","cuyocuyo","60-69",381
"puno","sandia","cuyocuyo","70-79",259
"puno","sandia","cuyocuyo","80+",116
"puno","sandia","limbani","60-69",165
"puno","sandia","limbani","70-79",93
"puno","sandia","limbani","80+",61
"puno","sandia","patambuco","60-69",288
"puno","sandia","patambuco","70-79",177
"puno","sandia","patambuco","80+",61
"puno","sandia","phara","60-69",294
"puno","sandia","phara","70-79",144
"puno","sandia","phara","80+",80
"puno","sandia","quiaca","60-69",101
"puno","sandia","quiaca","70-79",57
"puno","sandia","quiaca","80+",24
"puno","sandia","san juan del oro","60-69",266
"puno","sandia","san juan del oro","70-79",182
"puno","sandia","san juan del oro","80+",79
"puno","sandia","san pedro de putina punco","60-69",430
"puno","sandia","san pedro de putina punco","70-79",161
"puno","sandia","san pedro de putina punco","80+",45
"puno","sandia","sandia","60-69",675
"puno","sandia","sandia","70-79",477
"puno","sandia","sandia","80+",230
"puno","sandia","yanahuaya","60-69",112
"puno","sandia","yanahuaya","70-79",64
"puno","sandia","yanahuaya","80+",16
"puno","yunguyo","anapia","60-69",198
"puno","yunguyo","anapia","70-79",109
"puno","yunguyo","anapia","80+",61
"puno","yunguyo","copani","60-69",443
"puno","yunguyo","copani","70-79",342
"puno","yunguyo","copani","80+",170
"puno","yunguyo","cuturapi","60-69",203
"puno","yunguyo","cuturapi","70-79",122
"puno","yunguyo","cuturapi","80+",52
"puno","yunguyo","ollaraya","60-69",438
"puno","yunguyo","ollaraya","70-79",323
"puno","yunguyo","ollaraya","80+",157
"puno","yunguyo","tinicachi","60-69",136
"puno","yunguyo","tinicachi","70-79",112
"puno","yunguyo","tinicachi","80+",84
"puno","yunguyo","unicachi","60-69",182
"puno","yunguyo","unicachi","70-79",133
"puno","yunguyo","unicachi","80+",86
"puno","yunguyo","yunguyo","60-69",2389
"puno","yunguyo","yunguyo","70-79",1542
"puno","yunguyo","yunguyo","80+",665
"san martin","bellavista","alto biavo","60-69",274
"san martin","bellavista","alto biavo","70-79",140
"san martin","bellavista","alto biavo","80+",49
"san martin","bellavista","bajo biavo","60-69",455
"san martin","bellavista","bajo biavo","70-79",248
"san martin","bellavista","bajo biavo","80+",118
"san martin","bellavista","bellavista","60-69",882
"san martin","bellavista","bellavista","70-79",499
"san martin","bellavista","bellavista","80+",252
"san martin","bellavista","huallaga","60-69",135
"san martin","bellavista","huallaga","70-79",82
"san martin","bellavista","huallaga","80+",37
"san martin","bellavista","san pablo","60-69",448
"san martin","bellavista","san pablo","70-79",248
"san martin","bellavista","san pablo","80+",108
"san martin","bellavista","san rafael","60-69",250
"san martin","bellavista","san rafael","70-79",169
"san martin","bellavista","san rafael","80+",53
"san martin","el dorado","agua blanca","60-69",179
"san martin","el dorado","agua blanca","70-79",108
"san martin","el dorado","agua blanca","80+",56
"san martin","el dorado","san jose de sisa","60-69",764
"san martin","el dorado","san jose de sisa","70-79",404
"san martin","el dorado","san jose de sisa","80+",205
"san martin","el dorado","san martin","60-69",374
"san martin","el dorado","san martin","70-79",203
"san martin","el dorado","san martin","80+",76
"san martin","el dorado","santa rosa","60-69",286
"san martin","el dorado","santa rosa","70-79",156
"san martin","el dorado","santa rosa","80+",64
"san martin","el dorado","shatoja","60-69",151
"san martin","el dorado","shatoja","70-79",79
"san martin","el dorado","shatoja","80+",55
"san martin","huallaga","alto saposoa","60-69",202
"san martin","huallaga","alto saposoa","70-79",76
"san martin","huallaga","alto saposoa","80+",34
"san martin","huallaga","el eslabon","60-69",156
"san martin","huallaga","el eslabon","70-79",90
"san martin","huallaga","el eslabon","80+",48
"san martin","huallaga","piscoyacu","60-69",196
"san martin","huallaga","piscoyacu","70-79",97
"san martin","huallaga","piscoyacu","80+",54
"san martin","huallaga","sacanche","60-69",164
"san martin","huallaga","sacanche","70-79",96
"san martin","huallaga","sacanche","80+",52
"san martin","huallaga","saposoa","60-69",751
"san martin","huallaga","saposoa","70-79",462
"san martin","huallaga","saposoa","80+",272
"san martin","huallaga","tingo de saposoa","60-69",63
"san martin","huallaga","tingo de saposoa","70-79",49
"san martin","huallaga","tingo de saposoa","80+",31
"san martin","lamas","alonso de alvarado","60-69",552
"san martin","lamas","alonso de alvarado","70-79",324
"san martin","lamas","alonso de alvarado","80+",129
"san martin","lamas","barranquita","60-69",317
